Id,Label,node_type,als_seed,ensembl_id,uniprot_id,protein_description,clinvar_row_count
A0A0P0YMG6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A0P0YMG6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A0P0YNL2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A0P0YNL2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A0U3CC34_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A0U3CC34_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A0Y0JE35_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A0Y0JE35_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A0Y0KFY7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A0Y0KFY7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A140HQS6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A140HQS6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A140IPJ1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A140IPJ1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A141ZJM2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A141ZJM2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A142C048_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A142C048_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A142CJC9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A142CJC9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A142CKK0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A142CKK0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A146JFZ0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A146JFZ0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A160EQ11_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A160EQ11_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A161HV02_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A161HV02_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A167RIC2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A167RIC2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A167RPG6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A167RPG6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A191ZDC3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A191ZDC3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1B0V343_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1B0V343_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1B1IRD3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1B1IRD3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1B1IRH0_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,A0A1B1IRH0_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,foldseek_target,0,,,,
A0A1B1IST2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1B1IST2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1B1IUU3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1B1IUU3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1B1V5K2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1B1V5K2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1B1X402_4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1B1X402_4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1C9C556_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1C9C556_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1C9C5E2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1C9C5E2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1C9C5J9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1C9C5J9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1C9EG55_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1C9EG55_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1C9EHH1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1C9EHH1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1C9EHH3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1C9EHH3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1C9HIE8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1C9HIE8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1D6Y713_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1D6Y713_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1D6Y7F2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1D6Y7F2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1D8ESQ2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1D8ESQ2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1D8KUA0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1D8KUA0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1D8MBL5_2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1D8MBL5_2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1D9CFF7_2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1D9CFF7_2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1E1FFQ4_2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1E1FFQ4_2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1J0MHX8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1J0MHX8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1L2CVR7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1L2CVR7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1L3IZQ5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1L3IZQ5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1L3KIP1_5_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,A0A1L3KIP1_5_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,foldseek_target,0,,,,
A0A1L3KIT1_2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1L3KIT1_2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1L3KIV2_3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1L3KIV2_3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1L3KIW1_4_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,A0A1L3KIW1_4_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,foldseek_target,0,,,,
A0A1L3KIX1_3_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,A0A1L3KIX1_3_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,foldseek_target,0,,,,
A0A1L3KIZ5_5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1L3KIZ5_5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1L3KJ46_3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1L3KJ46_3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1L3KJ67_4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1L3KJ67_4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1L3KJN5_2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1L3KJN5_2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1L3KJX0_2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1L3KJX0_2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1L3KK11_2_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,A0A1L3KK11_2_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,foldseek_target,0,,,,
A0A1L7N0V5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1L7N0V5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1M7XV71_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1M7XV71_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1S5RCT8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1S5RCT8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1S5UZY6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1S5UZY6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1S5V0T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1S5V0T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1S5V1S4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1S5V1S4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1S5V227_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1S5V227_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1S5V2G6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1S5V2G6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1S5V2H9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1S5V2H9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1S5YE57_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1S5YE57_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1S6GXF8_5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1S6GXF8_5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1S6JLS5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1S6JLS5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1V0CNC6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0CNC6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0S915_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0S915_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0S9J7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0S9J7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0S9Q8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1V0S9Q8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1V0SAF7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0SAF7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0SAV5_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,A0A1V0SAV5_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,foldseek_target,0,,,,
A0A1V0SB50_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0SB50_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0SBB7_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,A0A1V0SBB7_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,foldseek_target,0,,,,
A0A1V0SBK5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1V0SBK5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1V0SBL5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0SBL5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0SBM9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1V0SBM9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1V0SBN7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1V0SBN7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1V0SBS0_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1V0SBS0_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1V0SBU5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0SBU5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0SBW2_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,A0A1V0SBW2_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,foldseek_target,0,,,,
A0A1V0SBW3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0SBW3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0SBW9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1V0SBW9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1V0SC37_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0SC37_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0SCS9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1V0SCS9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1V0SDZ5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0SDZ5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0SE33_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0SE33_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0SE45_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,A0A1V0SE45_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,foldseek_target,0,,,,
A0A1V0SEC0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,A0A1V0SEC0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,foldseek_target,0,,,,
A0A1V0SEE2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,A0A1V0SEE2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,foldseek_target,0,,,,
A0A1V0SEI6_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,A0A1V0SEI6_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,foldseek_target,0,,,,
A0A1V0SEK0_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,A0A1V0SEK0_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,foldseek_target,0,,,,
